Entity,Code,Year,Green coffee - Yield (tonnes per hectare)
Dominica,DMA,1988,0.44550002
Dominica,DMA,1989,0.4595
Dominica,DMA,1990,0.44500002
Dominica,DMA,1991,0.62920004
Dominica,DMA,1992,0.68970007
Dominica,DMA,1993,0.74590003
Dominica,DMA,1994,0.86420006
Dominica,DMA,1995,0.81850004
Dominica,DMA,1996,0.878
Dominica,DMA,1997,0.8317
Dominica,DMA,1998,0.83930004
Dominica,DMA,1999,0.8916
Dominica,DMA,2000,0.87250006
Dominica,DMA,2001,0.87540007
Dominica,DMA,2002,0.87810004
Dominica,DMA,2003,0.88070005
Dominica,DMA,2004,0.88310003
Dominica,DMA,2005,0.88540006
Dominica,DMA,2006,0.8877001
Dominica,DMA,2007,0.88780004
Dominica,DMA,2008,0.88790005
Dominica,DMA,2009,0.88850003
Dominica,DMA,2010,0.88540006
Dominica,DMA,2011,0.8852001
Dominica,DMA,2012,0.88500005
Dominica,DMA,2013,0.8848
Dominica,DMA,2014,0.8845
Dominica,DMA,2015,0.88430005
Dominica,DMA,2016,0.88400006
Dominica,DMA,2017,0.8837001
Dominica,DMA,2018,0.88400006
Dominica,DMA,2019,0.88870007
Dominica,DMA,2020,0.88540006
Dominica,DMA,2021,0.88600004
Dominica,DMA,2022,0.88670003
Dominica,DMA,2023,0.88600004
Dominica,DMA,2024,0.8862001
Dominican Republic,DOM,1961,0.2414
Dominican Republic,DOM,1962,0.30650002
Dominican Republic,DOM,1963,0.29860002
Dominican Republic,DOM,1964,0.3465
Dominican Republic,DOM,1965,0.28710002
Dominican Republic,DOM,1966,0.2969
Dominican Republic,DOM,1967,0.28270003
Dominican Republic,DOM,1968,0.30110002
Dominican Republic,DOM,1969,0.3111
Dominican Republic,DOM,1970,0.3124
Dominican Republic,DOM,1971,0.3125
Dominican Republic,DOM,1972,0.3124
Dominican Republic,DOM,1973,0.3138
Dominican Republic,DOM,1974,0.31390002
Dominican Republic,DOM,1975,0.305
Dominican Republic,DOM,1976,0.31660002
Dominican Republic,DOM,1977,0.38570002
Dominican Republic,DOM,1978,0.2761
Dominican Republic,DOM,1979,0.40530002
Dominican Republic,DOM,1980,0.36420003
Dominican Republic,DOM,1981,0.33200002
Dominican Republic,DOM,1982,0.40960002
Dominican Republic,DOM,1983,0.42520005
Dominican Republic,DOM,1984,0.42420003
Dominican Republic,DOM,1985,0.47120005
Dominican Republic,DOM,1986,0.6546
Dominican Republic,DOM,1987,0.48680001
Dominican Republic,DOM,1988,0.45900002
Dominican Republic,DOM,1989,0.423
Dominican Republic,DOM,1990,0.574
Dominican Republic,DOM,1991,0.3658
Dominican Republic,DOM,1992,0.27800003
Dominican Republic,DOM,1993,0.25
Dominican Republic,DOM,1994,0.2142
Dominican Republic,DOM,1995,0.27760002
Dominican Republic,DOM,1996,0.3808
Dominican Republic,DOM,1997,0.2439
Dominican Republic,DOM,1998,0.40860003
Dominican Republic,DOM,1999,0.24830002
Dominican Republic,DOM,2000,0.3268
Dominican Republic,DOM,2001,0.2545
Dominican Republic,DOM,2002,0.28
Dominican Republic,DOM,2003,0.2769
Dominican Republic,DOM,2004,0.26560003
Dominican Republic,DOM,2005,0.3023
Dominican Republic,DOM,2006,0.31010002
Dominican Republic,DOM,2007,0.30920002
Dominican Republic,DOM,2008,0.2669
Dominican Republic,DOM,2009,0.28460002
Dominican Republic,DOM,2010,0.16410002
Dominican Republic,DOM,2011,0.17010002
Dominican Republic,DOM,2012,0.35790002
Dominican Republic,DOM,2013,0.24580002
Dominican Republic,DOM,2014,0.1313
Dominican Republic,DOM,2015,0.09830001
Dominican Republic,DOM,2016,0.11400001
Dominican Republic,DOM,2017,0.1585
Dominican Republic,DOM,2018,0.24520001
Dominican Republic,DOM,2019,0.17320001
Dominican Republic,DOM,2020,0.3483
Dominican Republic,DOM,2021,0.47550002
Dominican Republic,DOM,2022,0.48790002
Dominican Republic,DOM,2023,0.53370005
Dominican Republic,DOM,2024,0.55
East Timor,TLS,1961,0.5
East Timor,TLS,1962,0.5064
East Timor,TLS,1963,0.49060002
East Timor,TLS,1964,0.50600004
East Timor,TLS,1965,0.5011
East Timor,TLS,1966,0.49710003
East Timor,TLS,1967,0.50020003
East Timor,TLS,1968,0.5115
East Timor,TLS,1969,0.5025
East Timor,TLS,1970,0.49060002
East Timor,TLS,1971,0.52750003
East Timor,TLS,1972,0.5876
East Timor,TLS,1973,0.66940004
East Timor,TLS,1974,0.45000002
East Timor,TLS,1975,0.45000002
East Timor,TLS,1976,0.4286
East Timor,TLS,1977,0.47220004
East Timor,TLS,1978,0.425
East Timor,TLS,1979,0.36360002
East Timor,TLS,1980,0.32000002
East Timor,TLS,1981,0.28570002
East Timor,TLS,1982,0.26670003
East Timor,TLS,1983,0.25
East Timor,TLS,1984,0.22860001
East Timor,TLS,1985,0.2
East Timor,TLS,1986,0.1905
East Timor,TLS,1987,0.17780001
East Timor,TLS,1988,0.1667
East Timor,TLS,1989,0.16000001
East Timor,TLS,1990,0.16280001
East Timor,TLS,1991,0.1552
East Timor,TLS,1992,0.13980001
East Timor,TLS,1993,0.1447
East Timor,TLS,1994,0.16360001
East Timor,TLS,1995,0.1712
East Timor,TLS,1996,0.19620001
East Timor,TLS,1997,0.15300001
East Timor,TLS,1998,0.1719
East Timor,TLS,1999,0.18460001
East Timor,TLS,2000,0.2167
East Timor,TLS,2001,0.22430001
East Timor,TLS,2002,0.2079
East Timor,TLS,2003,0.2
East Timor,TLS,2004,0.22310002
East Timor,TLS,2005,0.22310002
East Timor,TLS,2006,0.21540001
East Timor,TLS,2007,0.21540001
East Timor,TLS,2008,0.2685
East Timor,TLS,2009,0.18810001
East Timor,TLS,2010,0.23500001
East Timor,TLS,2011,0.15310001
East Timor,TLS,2012,0.2484
East Timor,TLS,2013,0.28160003
East Timor,TLS,2014,0.279
East Timor,TLS,2015,0.11000001
East Timor,TLS,2016,0.2087
East Timor,TLS,2017,0.26340002
East Timor,TLS,2018,0.3016
East Timor,TLS,2019,0.34270003
East Timor,TLS,2020,0.38700002
East Timor,TLS,2021,0.58840007
East Timor,TLS,2022,0.5083
East Timor,TLS,2023,0.3984
East Timor,TLS,2024,0.42360002
Eastern Africa (FAO),,1961,0.37060001
Eastern Africa (FAO),,1962,0.35950002
Eastern Africa (FAO),,1963,0.37010002
Eastern Africa (FAO),,1964,0.41570002
Eastern Africa (FAO),,1965,0.3619
Eastern Africa (FAO),,1966,0.3698
Eastern Africa (FAO),,1967,0.3788
Eastern Africa (FAO),,1968,0.38020003
Eastern Africa (FAO),,1969,0.45910004
Eastern Africa (FAO),,1970,0.44730002
Eastern Africa (FAO),,1971,0.43570003
Eastern Africa (FAO),,1972,0.44860002
Eastern Africa (FAO),,1973,0.47410002
Eastern Africa (FAO),,1974,0.50020003
Eastern Africa (FAO),,1975,0.5043
Eastern Africa (FAO),,1976,0.47470003
Eastern Africa (FAO),,1977,0.51780003
Eastern Africa (FAO),,1978,0.47020003
Eastern Africa (FAO),,1979,0.46070004
Eastern Africa (FAO),,1980,0.499
Eastern Africa (FAO),,1981,0.50570005
Eastern Africa (FAO),,1982,0.5251
Eastern Africa (FAO),,1983,0.53040004
Eastern Africa (FAO),,1984,0.56200004
Eastern Africa (FAO),,1985,0.54700005
Eastern Africa (FAO),,1986,0.6066
Eastern Africa (FAO),,1987,0.6107001
Eastern Africa (FAO),,1988,0.60940003
Eastern Africa (FAO),,1989,0.60340005
Eastern Africa (FAO),,1990,0.55480003
Eastern Africa (FAO),,1991,0.5695
Eastern Africa (FAO),,1992,0.5429
Eastern Africa (FAO),,1993,0.5251
Eastern Africa (FAO),,1994,0.61880004
Eastern Africa (FAO),,1995,0.60440004
Eastern Africa (FAO),,1996,0.6887
Eastern Africa (FAO),,1997,0.59430003
Eastern Africa (FAO),,1998,0.5758
Eastern Africa (FAO),,1999,0.6618
Eastern Africa (FAO),,2000,0.6018
Eastern Africa (FAO),,2001,0.5684
Eastern Africa (FAO),,2002,0.6486
Eastern Africa (FAO),,2003,0.48900002
Eastern Africa (FAO),,2004,0.5618
Eastern Africa (FAO),,2005,0.5264
Eastern Africa (FAO),,2006,0.5746
Eastern Africa (FAO),,2007,0.5298
Eastern Africa (FAO),,2008,0.53970003
Eastern Africa (FAO),,2009,0.5276
Eastern Africa (FAO),,2010,0.56020004
Eastern Africa (FAO),,2011,0.6459001
Eastern Africa (FAO),,2012,0.6449001
Eastern Africa (FAO),,2013,0.5721
Eastern Africa (FAO),,2014,0.6072
Eastern Africa (FAO),,2015,0.58280003
Eastern Africa (FAO),,2016,0.55450004
Eastern Africa (FAO),,2017,0.5935
Eastern Africa (FAO),,2018,0.5968
Eastern Africa (FAO),,2019,0.5795
Eastern Africa (FAO),,2020,0.5793
Eastern Africa (FAO),,2021,0.5578
Eastern Africa (FAO),,2022,0.5683
Eastern Africa (FAO),,2023,0.56720006
Eastern Africa (FAO),,2024,0.55480003
Eastern Asia (FAO),,1961,0.51750004
Eastern Asia (FAO),,1962,0.50820005
Eastern Asia (FAO),,1963,0.5051
Eastern Asia (FAO),,1964,0.50380003
Eastern Asia (FAO),,1965,0.5073
Eastern Asia (FAO),,1966,0.49950004
Eastern Asia (FAO),,1967,0.5037
Eastern Asia (FAO),,1968,0.5
Eastern Asia (FAO),,1969,0.5015
Eastern Asia (FAO),,1970,0.49970004
Eastern Asia (FAO),,1971,0.49890003
Eastern Asia (FAO),,1972,0.58590007
Eastern Asia (FAO),,1973,0.7925
Eastern Asia (FAO),,1974,0.79850006
Eastern Asia (FAO),,1975,0.5366
Eastern Asia (FAO),,1976,0.49800003
Eastern Asia (FAO),,1977,0.50200003
Eastern Asia (FAO),,1978,0.5012
Eastern Asia (FAO),,1979,0.55490005
Eastern Asia (FAO),,1980,0.50130004
Eastern Asia (FAO),,1981,0.5012
Eastern Asia (FAO),,1982,0.5012
Eastern Asia (FAO),,1983,0.46150002
Eastern Asia (FAO),,1984,0.5625
Eastern Asia (FAO),,1985,0.5385
Eastern Asia (FAO),,1986,0.55
Eastern Asia (FAO),,1987,0.5733
Eastern Asia (FAO),,1988,0.5556
Eastern Asia (FAO),,1989,0.53330004
Eastern Asia (FAO),,1990,0.52500004
Eastern Asia (FAO),,1991,0.5385
Eastern Asia (FAO),,1992,0.5429
Eastern Asia (FAO),,1993,0.565
Eastern Asia (FAO),,1994,0.5192
Eastern Asia (FAO),,1995,0.53270006
Eastern Asia (FAO),,1996,0.5496
Eastern Asia (FAO),,1997,0.4828
Eastern Asia (FAO),,1998,1.4175
Eastern Asia (FAO),,1999,1.2490001
Eastern Asia (FAO),,2000,1.205
Eastern Asia (FAO),,2001,1.1782
Eastern Asia (FAO),,2002,1.2472
Eastern Asia (FAO),,2003,1.4465001
Eastern Asia (FAO),,2004,1.8049002
Eastern Asia (FAO),,2005,1.4141
Eastern Asia (FAO),,2006,1.7816001
Eastern Asia (FAO),,2007,1.7207
Eastern Asia (FAO),,2008,2.0441
Eastern Asia (FAO),,2009,3.1249
Eastern Asia (FAO),,2010,1.9833001
Eastern Asia (FAO),,2011,2.2127001
Eastern Asia (FAO),,2012,2.4356003
Eastern Asia (FAO),,2013,2.3554
Eastern Asia (FAO),,2014,2.5919
Eastern Asia (FAO),,2015,2.7072
Eastern Asia (FAO),,2016,2.7936003
Eastern Asia (FAO),,2017,2.8909001
Eastern Asia (FAO),,2018,2.9928002
Eastern Asia (FAO),,2019,3.0931003
Eastern Asia (FAO),,2020,3.1915002
Eastern Asia (FAO),,2021,3.3113003
Eastern Asia (FAO),,2022,3.3005002
Eastern Asia (FAO),,2023,3.3816001
Eastern Asia (FAO),,2024,3.4706004
Ecuador,ECU,1961,0.35670003
Ecuador,ECU,1962,0.3513
Ecuador,ECU,1963,0.2709
Ecuador,ECU,1964,0.28660002
Ecuador,ECU,1965,0.39880002
Ecuador,ECU,1966,0.2628
Ecuador,ECU,1967,0.2963
Ecuador,ECU,1968,0.3163
Ecuador,ECU,1969,0.20680001
Ecuador,ECU,1970,0.33540002
Ecuador,ECU,1971,0.28970003
Ecuador,ECU,1972,0.32250002
Ecuador,ECU,1973,0.3298
Ecuador,ECU,1974,0.30040002
Ecuador,ECU,1975,0.3314
Ecuador,ECU,1976,0.34
Ecuador,ECU,1977,0.31800002
Ecuador,ECU,1978,0.27940002
Ecuador,ECU,1979,0.34300002
Ecuador,ECU,1980,0.24110001
Ecuador,ECU,1981,0.2683
Ecuador,ECU,1982,0.2608
Ecuador,ECU,1983,0.23920001
Ecuador,ECU,1984,0.28190002
Ecuador,ECU,1985,0.2831
Ecuador,ECU,1986,0.2806
Ecuador,ECU,1987,0.29160002
Ecuador,ECU,1988,0.37890002
Ecuador,ECU,1989,0.31640002
Ecuador,ECU,1990,0.33170003
Ecuador,ECU,1991,0.32560003
Ecuador,ECU,1992,0.3438
Ecuador,ECU,1993,0.34530002
Ecuador,ECU,1994,0.46710002
Ecuador,ECU,1995,0.38590002
Ecuador,ECU,1996,0.4348
Ecuador,ECU,1997,0.4514
Ecuador,ECU,1998,0.123600006
Ecuador,ECU,1999,0.3546
Ecuador,ECU,2000,0.096300006
Ecuador,ECU,2001,0.5561
Ecuador,ECU,2002,0.10350001
Ecuador,ECU,2003,0.1092
Ecuador,ECU,2004,0.12910001
Ecuador,ECU,2005,0.1985
Ecuador,ECU,2006,0.17410001
Ecuador,ECU,2007,0.21760002
Ecuador,ECU,2008,0.1905
Ecuador,ECU,2009,0.19560002
Ecuador,ECU,2010,0.21630001
Ecuador,ECU,2011,0.24230002
Ecuador,ECU,2012,0.09330001
Ecuador,ECU,2013,0.1259
Ecuador,ECU,2014,0.119100004
Ecuador,ECU,2015,0.12030001
Ecuador,ECU,2016,0.1307
Ecuador,ECU,2017,0.20300001
Ecuador,ECU,2018,0.1587
Ecuador,ECU,2019,0.22580001
Ecuador,ECU,2020,0.19620001
Ecuador,ECU,2021,0.1668
Ecuador,ECU,2022,0.2664
Ecuador,ECU,2023,0.24960002
Ecuador,ECU,2024,0.2949
El Salvador,SLV,1961,0.9699001
El Salvador,SLV,1962,0.768
El Salvador,SLV,1963,0.94380003
El Salvador,SLV,1964,0.9326
El Salvador,SLV,1965,0.81490004
El Salvador,SLV,1966,0.90510005
El Salvador,SLV,1967,1.0493001
El Salvador,SLV,1968,1.0492
El Salvador,SLV,1969,1.2983001
El Salvador,SLV,1970,1.0791
El Salvador,SLV,1971,1.0214001
El Salvador,SLV,1972,1.0087
El Salvador,SLV,1973,0.8653
El Salvador,SLV,1974,1.0826
El Salvador,SLV,1975,1.0961
El Salvador,SLV,1976,0.94180006
El Salvador,SLV,1977,1.0013
El Salvador,SLV,1978,1.0762
El Salvador,SLV,1979,1.0919001
El Salvador,SLV,1980,0.9958
El Salvador,SLV,1981,0.97300005
El Salvador,SLV,1982,0.9423
El Salvador,SLV,1983,0.83400005
El Salvador,SLV,1984,0.96040004
El Salvador,SLV,1985,0.90770006
El Salvador,SLV,1986,0.85830003
El Salvador,SLV,1987,0.9301
El Salvador,SLV,1988,0.7471
El Salvador,SLV,1989,0.80730003
El Salvador,SLV,1990,0.85090005
El Salvador,SLV,1991,0.80350006
El Salvador,SLV,1992,1.0721
El Salvador,SLV,1993,0.8575
El Salvador,SLV,1994,0.83440006
El Salvador,SLV,1995,0.8554001
El Salvador,SLV,1996,0.90800005
El Salvador,SLV,1997,0.75650007
El Salvador,SLV,1998,0.72340006
El Salvador,SLV,1999,0.9921
El Salvador,SLV,2000,0.7034001
El Salvador,SLV,2001,0.6918
El Salvador,SLV,2002,0.5686
El Salvador,SLV,2003,0.5051
El Salvador,SLV,2004,0.51900005
El Salvador,SLV,2005,0.54740006
El Salvador,SLV,2006,0.54920006
El Salvador,SLV,2007,0.6269001
El Salvador,SLV,2008,0.6352
El Salvador,SLV,2009,0.49780002
El Salvador,SLV,2010,0.7394001
El Salvador,SLV,2011,0.5866
El Salvador,SLV,2012,0.63940006
El Salvador,SLV,2013,0.23500001
El Salvador,SLV,2014,0.2998
El Salvador,SLV,2015,0.2549
El Salvador,SLV,2016,0.27600002
El Salvador,SLV,2017,0.2957
El Salvador,SLV,2018,0.30940002
El Salvador,SLV,2019,0.24030001
El Salvador,SLV,2020,0.25
El Salvador,SLV,2021,0.29930001
El Salvador,SLV,2022,0.3609
El Salvador,SLV,2023,0.273
El Salvador,SLV,2024,0.24280001
Equatorial Guinea,GNQ,1961,0.55
Equatorial Guinea,GNQ,1962,0.675
Equatorial Guinea,GNQ,1963,0.5583
Equatorial Guinea,GNQ,1964,0.68630004
Equatorial Guinea,GNQ,1965,0.5795
Equatorial Guinea,GNQ,1966,0.53330004
Equatorial Guinea,GNQ,1967,0.58000004
Equatorial Guinea,GNQ,1968,0.5
Equatorial Guinea,GNQ,1969,0.48000002
Equatorial Guinea,GNQ,1970,0.48000002
Equatorial Guinea,GNQ,1971,0.46
Equatorial Guinea,GNQ,1972,0.46
Equatorial Guinea,GNQ,1973,0.42000002
Equatorial Guinea,GNQ,1974,0.4258
Equatorial Guinea,GNQ,1975,0.3375
Equatorial Guinea,GNQ,1976,0.3375
Equatorial Guinea,GNQ,1977,0.32000002
Equatorial Guinea,GNQ,1978,0.3375
Equatorial Guinea,GNQ,1979,0.3529
Equatorial Guinea,GNQ,1980,0.3429
Equatorial Guinea,GNQ,1981,0.37500003
Equatorial Guinea,GNQ,1982,0.3785
Equatorial Guinea,GNQ,1983,0.37220004
Equatorial Guinea,GNQ,1984,0.37780002
Equatorial Guinea,GNQ,1985,0.3784
Equatorial Guinea,GNQ,1986,0.3784
Equatorial Guinea,GNQ,1987,0.3784
Equatorial Guinea,GNQ,1988,0.3784
Equatorial Guinea,GNQ,1989,0.3784
Equatorial Guinea,GNQ,1990,0.3693
Equatorial Guinea,GNQ,1991,0.3704
Equatorial Guinea,GNQ,1992,0.36910003
Equatorial Guinea,GNQ,1993,0.37100002
Equatorial Guinea,GNQ,1994,0.3704
Equatorial Guinea,GNQ,1995,0.3689
Equatorial Guinea,GNQ,1996,0.3846
Equatorial Guinea,GNQ,1997,0.3748
Equatorial Guinea,GNQ,1998,0.37320003
Equatorial Guinea,GNQ,1999,0.3684
Equatorial Guinea,GNQ,2000,0.3846
Equatorial Guinea,GNQ,2001,0.37610003
Equatorial Guinea,GNQ,2002,0.3749
Equatorial Guinea,GNQ,2003,0.37320003
Equatorial Guinea,GNQ,2004,0.36360002
Equatorial Guinea,GNQ,2005,0.37160003
Equatorial Guinea,GNQ,2006,0.37500003
Equatorial Guinea,GNQ,2007,0.37390003
Equatorial Guinea,GNQ,2008,0.37120003
Equatorial Guinea,GNQ,2009,0.36990002
Equatorial Guinea,GNQ,2010,0.36910003
Equatorial Guinea,GNQ,2011,0.3683
Equatorial Guinea,GNQ,2012,0.36760002
Equatorial Guinea,GNQ,2013,0.3668
Equatorial Guinea,GNQ,2014,0.36850002
Equatorial Guinea,GNQ,2015,0.3689
Equatorial Guinea,GNQ,2016,0.3688
Equatorial Guinea,GNQ,2017,0.36810002
Equatorial Guinea,GNQ,2018,0.36810002
Equatorial Guinea,GNQ,2019,0.36820003
Equatorial Guinea,GNQ,2020,0.36810002
Equatorial Guinea,GNQ,2021,0.3679
Equatorial Guinea,GNQ,2022,0.3678
Equatorial Guinea,GNQ,2023,0.36760002
Equatorial Guinea,GNQ,2024,0.36740002
Ethiopia,ETH,1993,0.72
Ethiopia,ETH,1994,0.7453
Ethiopia,ETH,1995,0.7471
Ethiopia,ETH,1996,0.7491
Ethiopia,ETH,1997,0.74740005
Ethiopia,ETH,1998,0.7602
Ethiopia,ETH,1999,0.8653
Ethiopia,ETH,2000,0.91990006
Ethiopia,ETH,2001,0.6445
Ethiopia,ETH,2002,0.73390007
Ethiopia,ETH,2003,0.5429
Ethiopia,ETH,2004,0.60020006
Ethiopia,ETH,2005,0.6571
Ethiopia,ETH,2006,0.81790006
Ethiopia,ETH,2007,0.6715
Ethiopia,ETH,2008,0.6651
Ethiopia,ETH,2009,0.6721
Ethiopia,ETH,2010,0.74320006
Ethiopia,ETH,2011,0.762
Ethiopia,ETH,2012,0.74890006
Ethiopia,ETH,2013,0.72800004
Ethiopia,ETH,2014,0.74640006
Ethiopia,ETH,2015,0.76650006
Ethiopia,ETH,2016,0.65000004
Ethiopia,ETH,2017,0.6801
Ethiopia,ETH,2018,0.6585
Ethiopia,ETH,2019,0.6582
Ethiopia,ETH,2020,0.68270004
Ethiopia,ETH,2021,0.64720005
Ethiopia,ETH,2022,0.6868
Ethiopia,ETH,2023,0.6631
Ethiopia,ETH,2024,0.6671
Ethiopia (former),OWID_ERE,1961,0.3138
Ethiopia (former),OWID_ERE,1962,0.22450002
Ethiopia (former),OWID_ERE,1963,0.23300001
Ethiopia (former),OWID_ERE,1964,0.28260002
Ethiopia (former),OWID_ERE,1965,0.231
Ethiopia (former),OWID_ERE,1966,0.231
Ethiopia (former),OWID_ERE,1967,0.2549
Ethiopia (former),OWID_ERE,1968,0.26170003
Ethiopia (former),OWID_ERE,1969,0.2683
Ethiopia (former),OWID_ERE,1970,0.27490002
Ethiopia (former),OWID_ERE,1971,0.2929
Ethiopia (former),OWID_ERE,1972,0.28190002
Ethiopia (former),OWID_ERE,1973,0.31050003
Ethiopia (former),OWID_ERE,1974,0.3068
Ethiopia (former),OWID_ERE,1975,0.342
Ethiopia (former),OWID_ERE,1976,0.35720003
Ethiopia (former),OWID_ERE,1977,0.3828
Ethiopia (former),OWID_ERE,1978,0.38000003
Ethiopia (former),OWID_ERE,1979,0.3958
Ethiopia (former),OWID_ERE,1980,0.416
Ethiopia (former),OWID_ERE,1981,0.4489
Ethiopia (former),OWID_ERE,1982,0.4489
Ethiopia (former),OWID_ERE,1983,0.4241
Ethiopia (former),OWID_ERE,1984,0.45260003
Ethiopia (former),OWID_ERE,1985,0.485
Ethiopia (former),OWID_ERE,1986,0.5813
Ethiopia (former),OWID_ERE,1987,0.5813
Ethiopia (former),OWID_ERE,1988,0.5938
Ethiopia (former),OWID_ERE,1989,0.625
Ethiopia (former),OWID_ERE,1990,0.7034001
Ethiopia (former),OWID_ERE,1991,0.71800005
Ethiopia (former),OWID_ERE,1992,0.7322
Fiji,FJI,1962,0.05
Fiji,FJI,1963,0.05
Fiji,FJI,1964,0.05
Fiji,FJI,1965,0.0417
Fiji,FJI,1966,0.08330001
Fiji,FJI,1967,0.05
Fiji,FJI,1968,0.040000003
Fiji,FJI,1969,0.044000003
Fiji,FJI,1970,0.044000003
Fiji,FJI,1971,0.052
Fiji,FJI,1972,0.046400003
Fiji,FJI,1973,0.046400003
Fiji,FJI,1974,0.046400003
Fiji,FJI,1975,0.042900003
Fiji,FJI,1976,0.042900003
Fiji,FJI,1977,0.042900003
Fiji,FJI,1978,0.0667
Fiji,FJI,1979,0.0667
Fiji,FJI,1980,0.0667
Fiji,FJI,1981,0.0667
Fiji,FJI,1982,0.11540001
Fiji,FJI,1983,0.17780001
Fiji,FJI,1984,0.11540001
Fiji,FJI,1985,0.2
Fiji,FJI,1986,0.23560002
Fiji,FJI,1987,0.14710002
Fiji,FJI,1988,0.29720002
Fiji,FJI,1989,0.4575
Fiji,FJI,1990,3.4375002
Fiji,FJI,1991,1.6698002
Fiji,FJI,1992,1.0660001
Fiji,FJI,1993,0.88000005
Fiji,FJI,1994,0.55
Fiji,FJI,1995,0.5
Fiji,FJI,1996,0.5241
Fiji,FJI,1997,0.5511
Fiji,FJI,1998,0.54240006
Fiji,FJI,1999,0.53090006
Fiji,FJI,2000,0.5
Fiji,FJI,2001,0.5116
Fiji,FJI,2002,0.507
Fiji,FJI,2003,0.50350004
Fiji,FJI,2004,0.5015
Fiji,FJI,2005,0.5
Fiji,FJI,2006,0.4954
Fiji,FJI,2007,0.49190003
Fiji,FJI,2008,0.49510002
Fiji,FJI,2009,0.5
Fiji,FJI,2010,0.5261
Fiji,FJI,2011,0.55490005
Fiji,FJI,2012,0.5886
Fiji,FJI,2013,0.66670007
Fiji,FJI,2014,0.7088
Fiji,FJI,2015,0.52290004
Fiji,FJI,2016,0.6549001
Fiji,FJI,2017,0.6499001
Fiji,FJI,2018,0.6219001
Fiji,FJI,2019,0.64320004
Fiji,FJI,2020,0.6408
Fiji,FJI,2021,0.63570005
Fiji,FJI,2022,0.6399
Fiji,FJI,2023,0.6388
Fiji,FJI,2024,0.6381
French Polynesia,PYF,1961,0.0869
French Polynesia,PYF,1962,0.12900001
French Polynesia,PYF,1963,0.065900005
French Polynesia,PYF,1964,0.2
French Polynesia,PYF,1965,0.178
French Polynesia,PYF,1966,0.34600002
French Polynesia,PYF,1967,0.252
French Polynesia,PYF,1968,0.38000003
French Polynesia,PYF,1969,0.29000002
French Polynesia,PYF,1970,0.20400001
French Polynesia,PYF,1971,0.22000001
French Polynesia,PYF,1972,0.22000001
French Polynesia,PYF,1973,0.24000001
French Polynesia,PYF,1974,0.26000002
French Polynesia,PYF,1975,0.32000002
French Polynesia,PYF,1976,0.20400001
French Polynesia,PYF,1977,0.16800001
French Polynesia,PYF,1978,0.25
French Polynesia,PYF,1979,0.36
French Polynesia,PYF,1980,0.33600003
French Polynesia,PYF,1981,0.24200001
French Polynesia,PYF,1982,0.112
French Polynesia,PYF,1983,0.284
French Polynesia,PYF,1984,0.126
French Polynesia,PYF,1985,0.11000001
French Polynesia,PYF,1986,0.028
French Polynesia,PYF,1987,0.025600001
French Polynesia,PYF,1988,0.2
French Polynesia,PYF,1989,0.25
French Polynesia,PYF,1990,0.15
French Polynesia,PYF,1991,0.2167
French Polynesia,PYF,1992,0.2
French Polynesia,PYF,1993,0.2
French Polynesia,PYF,1994,0.18
French Polynesia,PYF,1995,0.1864
French Polynesia,PYF,1996,0.1909
French Polynesia,PYF,1997,0.19350001
French Polynesia,PYF,1998,0.2
French Polynesia,PYF,1999,0.2
French Polynesia,PYF,2000,0.19560002
French Polynesia,PYF,2001,0.19500001
French Polynesia,PYF,2002,0.19430001
French Polynesia,PYF,2003,0.19350001
French Polynesia,PYF,2004,0.17650001
French Polynesia,PYF,2005,0.1939
French Polynesia,PYF,2006,0.19520001
French Polynesia,PYF,2007,0.19700001
French Polynesia,PYF,2008,0.1839
French Polynesia,PYF,2009,0.20330001
French Polynesia,PYF,2010,0.20820001
French Polynesia,PYF,2011,0.2222
French Polynesia,PYF,2012,0.2222
French Polynesia,PYF,2013,0.23160002
French Polynesia,PYF,2014,0.2222
French Polynesia,PYF,2015,0.21930002
French Polynesia,PYF,2016,0.23110002
French Polynesia,PYF,2017,0.21380001
French Polynesia,PYF,2018,0.2292
French Polynesia,PYF,2019,0.22800002
French Polynesia,PYF,2020,0.22360002
French Polynesia,PYF,2021,0.22690001
French Polynesia,PYF,2022,0.22620001
French Polynesia,PYF,2023,0.22560002
French Polynesia,PYF,2024,0.22620001
Gabon,GAB,1961,0.275
Gabon,GAB,1962,0.3571
Gabon,GAB,1963,0.275
Gabon,GAB,1964,0.275
Gabon,GAB,1965,0.275
Gabon,GAB,1966,0.22500001
Gabon,GAB,1967,0.22500001
Gabon,GAB,1968,0.3
Gabon,GAB,1969,0.3
Gabon,GAB,1970,0.22500001
Gabon,GAB,1971,0.15
Gabon,GAB,1972,0.22500001
Gabon,GAB,1973,0.135
Gabon,GAB,1974,0.15
Gabon,GAB,1975,0.21280001
Gabon,GAB,1976,0.2142
Gabon,GAB,1977,0.28370002
Gabon,GAB,1978,0.356
Gabon,GAB,1979,0.19210002
Gabon,GAB,1980,0.2429
Gabon,GAB,1981,0.22730002
Gabon,GAB,1982,0.5286
Gabon,GAB,1983,0.42420003
Gabon,GAB,1984,0.36360002
Gabon,GAB,1985,0.37
Gabon,GAB,1986,0.38060004
Gabon,GAB,1987,0.47890002
Gabon,GAB,1988,0.47950003
Gabon,GAB,1989,0.5053
